spelling,IPA,pronunciation
beguile,bɪgaɪl,b1g5l
begun,bɪgʌn,b1g^n
behalf,bɪhæf,b1h@f
behave,bɪheɪv,b1h8v
behavior,bɪheɪvjɚr,b1h8vj3r
behaviour,bɪheɪvjɚr,b1h8vj3r
behind,bɪhaɪnd,b1h5nd
behold,bɪhoʊld,b1hold
beige,beɪʒ,b8Z
being,biɪŋ,bi1N
beings,biɪŋz,bi1Nz
belch,bɛltʃ,bElC
belief,bɪlif,b1lif
believe,bɪliv,b1liv
believed,bɪlivd,b1livd
believer,bɪlivɚr,b1liv3r
believes,bɪlivz,b1livz
believing,bɪlivɪŋ,b1liv1N
bell,bɛl,bEl
belle,bɛl,bEl
bellicosity,bɛləkɑsəti,bElekaseti
belligerence,bəlɪdʒɚrəns,bel1G3rens
belligerent,bəlɪdʒɚrənt,bel1G3rent
belly,bɛli,bEli
bellyache,bɛlieɪk,bEli8k
bellyful,bɛlifʊl,bElifUl
belong,bɪlʌŋ,b1l^N
belonged,bɪlɔŋd,b1lcNd
belongs,bɪlɔŋz,b1lcNz
below,biloʊ,bilo
below,bɪloʊ,b1lo
belt,bɛlt,bElt
belts,bɛlts,bElts
ben,bɛn,bEn
bench,bɛntʃ,bEnC
bend,bɛnd,bEnd
beneath,bɪniθ,b1niT
benign,bənaɪn,ben5n
benny,bɛni,bEni
bent,bɛnt,bEnt
beret,bɛreɪ,bEr8
berry,bɛri,bEri
berth,bɚrθ,b3rT
beside,bɪsaɪd,b1s5d
beside,bisaɪd,bis5d
besides,bɪsaɪdz,b1s5dz
besides,bisaɪdz,bis5dz
best,bɛst,bEst
bet,bɛt,bEt
beth,bɛθ,bET
better,bɛtɚr,bEt3r
betty,bɛti,bEti
between,bɪtwin,b1twin
between,bitwin,bitwin
beverage,bɛvɚrɪdʒ,bEv3r1G
beverage,bɛvrɪdʒ,bEvr1G
beware,bɪwɛr,b1wEr
beyond,bɪjɑnd,b1jand
beyond,bɪjɔnd,b1jcnd
beyond,bijɔnd,bijcnd
bib,bɪb,b1b
bible,baɪbəl,b5bel
biblical,bɪbləkəl,b1blekel
biblical,bɪblɪkəl,b1bl1kel
bicycle,baɪsɪkəl,b5s1kel
bid,bɪd,b1d
bidding,bɪdɪŋ,b1d1N
bide,baɪd,b5d
bidet,bədeɪ,bed8
bidet,bɪdeɪ,b1d8
big,bɪg,b1g
bigger,bɪgɚr,b1g3r
biggest,bɪgəst,b1gest
biggie,bɪgi,b1gi
biggish,bɪgɪʃ,b1g1S
bike,baɪk,b5k
biker,baɪkɚr,b5k3r
bikini,bɪkini,b1kini
bile,baɪl,b5l
bilge,bɪldʒ,b1lG
bill,bɪl,b1l
billboard,bɪlbɔrd,b1lbcrd
billiard,bɪljɚrd,b1lj3rd
bills,bɪlz,b1lz
billy,bɪli,b1li
bin,bɪn,b1n
bind,baɪnd,b5nd
bing,bɪŋ,b1N
binge,bɪndʒ,b1nG
bingo,bɪŋgoʊ,b1Ngo
binocular,bənɑkjəlɚr,benakjel3r
binocular,bɪnɑkjʊlɚr,b1nakjUl3r
binoculars,bənɑkjulɚrz,benakjul3rz
biological,baɪəlɑdʒɪkəl,b5elaG1kel
biology,baɪɑlədʒi,b5aleGi
birch,bɚrtʃ,b3rC
bird,bɚrd,b3rd
birdcage,bɚrdkeɪʒ,b3rdk8Z
birdhouse,bɚrdhaʊs,b3rdhOs
birdie,bɚrdi,b3rdi
birds,bɚrdz,b3rdz
birdseed,bɚrdsid,b3rdsid
birth,bɚrθ,b3rT
birthday,bɚrθdeɪ,b3rTd8
birthmark,bɚrθmɑrk,b3rTmark
birthplace,bɚrθpleɪs,b3rTpl8s
biscuit,bɪskət,b1sket
bishop,bɪʃəp,b1Sep
bison,baɪsən,b5sen
bisque,bɪsk,b1sk
bit,bɪt,b1t
bitch,bɪtʃ,b1C
bite,baɪt,b5t
biter,baɪtɚr,b5t3r
bites,baɪts,b5ts
biting,baɪtɪŋ,b5t1N
bitsy,bɪtsi,b1tsi
bitty,bɪti,b1ti
blab,blæb,bl@b
black,blæk,bl@k
blackbird,blækbɚrd,bl@kb3rd
blackboard,blækbɔrd,bl@kbcrd
blackness,blæknəs,bl@knes
bladder,blædɚr,bl@d3r
blade,bleɪd,bl8d
blair,blɛr,blEr
blame,bleɪm,bl8m
blamed,bleɪmd,bl8md
blanch,blæntʃ,bl@nC
bland,blænd,bl@nd
blank,blæŋk,bl@Nk
blanket,blæŋkɪt,bl@Nk1t
blanket,blæŋkət,bl@Nket
blankets,blæŋkɪts,bl@Nk1ts
blare,blɛr,blEr
blast,blæst,bl@st
blastoff,blæstɔf,bl@stcf
blatant,bleɪtənt,bl8tent
blaze,bleɪz,bl8z
bleach,blitʃ,bliC
bleak,blik,blik
bleat,blit,blit
bled,blɛd,blEd
bleed,blid,blid
bleeding,blidɪŋ,blid1N
bleep,blip,blip
blend,blɛnd,blEnd
blender,blɛndɚr,blEnd3r
bless,blɛs,blEs
blessed,blɛst,blEst
blessing,blɛsɪŋ,blEs1N
blessings,blɛsɪŋz,blEs1Nz
blest,blɛst,blEst
blew,blu,blu
blight,blaɪt,bl5t
blimp,blɪmp,bl1mp
blind,blaɪnd,bl5nd
blinding,blaɪndɪŋ,bl5nd1N
blindness,blaɪndnəs,bl5ndnes
blink,blɪŋk,bl1Nk
bliss,blɪs,bl1s
blister,blɪstɚr,bl1st3r
blithe,blaɪð,bl5D
blitz,blɪts,bl1ts
blitzed,blɪtst,bl1tst
blitzes,blɪtsɪz,bl1ts1z
blitzkrieg,blɪtskrig,bl1tskrig
blizzard,blɪzɚrd,bl1z3rd
bloat,bloʊt,blot
blob,blɑb,blab
bloc,blɑk,blak
block,blɑk,blak
blocking,blɑkɪŋ,blak1N
blocks,blɑks,blaks
bloke,bloʊk,blok
blond,blɑnd,bland
blonde,blɑnd,bland
blood,blʌd,bl^d
bloodstain,blʌdsteɪn,bl^dst8n
bloody,blʌdi,bl^di
bloom,blum,blum
blooming,blumɪŋ,blum1N
blossom,blɑsəm,blasem
blot,blɑt,blat
blouse,blaʊs,blOs
blow,bloʊ,blo
blowing,bloʊɪŋ,blo1N
blown,bloʊn,blon
blows,bloʊz,bloz
blowup,bloʊʌp,blo^p
blubber,blʌbɚr,bl^b3r
blue,blu,blu
blueberry,blubɛri,blubEri
bluebird,blubɚrd,blub3rd
bluejay,bludʒeɪ,bluG8
blues,bluz,bluz
bluff,blʌf,bl^f
bluffing,blʌfɪŋ,bl^f1N
blunder,blʌndɚr,bl^nd3r
blunt,blʌnt,bl^nt
blur,blɚr,bl3r
blurry,blɚri,bl3ri
blush,blʌʃ,bl^S
bo,boʊ,bo
boa,boʊə,boe
boar,bɔr,bcr
board,bɔrd,bcrd
boast,boʊst,bost
boat,boʊt,bot
boater,boʊtɚr,bot3r
bob,bɑb,bab
bobby,bɑbi,babi
bobcat,bɑbkæt,babk@t
bodies,bɑdiz,badiz
body,bɑdi,badi
bodyguard,bɑdigɑrd,badigard
bog,bɔg,bcg
bogeyman,bʊgimæn,bUgim@n
bogeyman,bugimæn,bugim@n
boil,bɔɪl,b2l
boiled,bɔɪld,b2ld
boisterous,bɔɪstɚrəs,b2st3res
boisterous,bɔɪstrəs,b2stres
bold,boʊld,bold
bolt,boʊlt,bolt
bomb,bɑm,bam
bombing,bɑmɪŋ,bam1N
bombs,bɑmz,bamz
bond,bɑnd,band
bone,boʊn,bon
bones,boʊnz,bonz
bong,bɑŋ,baN
bongo,bɑŋgoʊ,baNgo
bonjour,bɑnʒʊr,banZUr
bonk,bɑŋk,baNk
bonnet,bɑnət,banet
bonus,boʊnəs,bones
boo,bu,bu
boob,bub,bub
booby,bubi,bubi
booger,bʊgɚr,bUg3r
boogeyman,bʊgimæn,bUgim@n
boogeyman,bugimæn,bugim@n
boogie,bʊgi,bUgi
boogieman,bʊgimæn,bUgim@n
boohoo,buhu,buhu
book,bʊk,bUk
bookcase,bʊkkeɪs,bUkk8s
booklet,bʊklɪt,bUkl1t
bookmark,bʊkmɑrk,bUkmark
books,bʊks,bUks
bookseller,bʊksɛlɚr,bUksEl3r
bookshop,bʊkʃɑp,bUkSap
bookstore,bʊkstɔr,bUkstcr
bookworm,bʊkwɚrm,bUkw3rm
boom,bum,bum
boon,bun,bun
boost,bust,bust
boot,but,but
booth,buθ,buT
bootie,buti,buti
bootlegs,butlɛgz,butlEgz
boots,buts,buts
booty,buti,buti
booze,buz,buz
bop,bɑp,bap
bordeaux,bɔrdoʊ,bcrdo
border,bɔrdɚr,bcrd3r
bore,bɔr,bcr
bored,bɔrd,bcrd
boredom,bɔrdəm,bcrdem
boring,bɔrɪŋ,bcr1N
born,bɔrn,bcrn
borne,bɔrn,bcrn
borough,bɚroʊ,b3ro
borrow,bɑroʊ,baro
boss,bɔs,bcs
bossy,bɔsi,bcsi
boston,bɔstən,bcsten
boston,bɑstən,basten
both,boʊθ,boT
bother,bɑðɚr,baD3r
bothering,bɑðɚrɪŋ,baD3r1N
bottle,bɑtəl,batel
bottom,bɑtəm,batem
bough,baʊ,bO
bought,bɔt,bct
bouillon,bujən,bujen
boulder,boʊldɚr,bold3r
boulevard,bʊləvɑrd,bUlevard
bounce,baʊns,bOns
bounciness,baʊnsinəs,bOnsines
bouncy,baʊnsi,bOnsi
bound,baʊnd,bOnd
boundary,baʊndɚri,bOnd3ri
bouquet,bukeɪ,buk8
bourbon,bɚrbən,b3rben
bout,baʊt,bOt
boutique,butik,butik
bow,baʊ,bO
bow,boʊ,bo
bowel,baʊəl,bOel
bowl,boʊl,bol
bowlegs,boʊlɛgz,bolEgz
bowling,boʊlɪŋ,bol1N
bowwow,baʊwaʊ,bOwO
box,bɑks,baks
boxer,bɑksɚr,baks3r
boxes,bɑksəz,baksez
boxing,bɑksɪŋ,baks1N
boy,bɔɪ,b2
boyfriend,bɔɪfrɛnd,b2frEnd
boyfriends,bɔɪfrɛndz,b2frEndz
boys,bɔɪz,b2z
bozo,boʊzoʊ,bozo
brace,breɪs,br8s
bracelet,breɪslət,br8slet
bracket,brækɪt,br@k1t
brad,bræd,br@d
brag,bræg,br@g
bragger,brægɚr,br@g3r
brahms,brɑmz,bramz
braid,breɪd,br8d
braille,breɪl,br8l
brain,breɪn,br8n
brains,breɪnz,br8nz
brainy,breɪni,br8ni
brake,breɪk,br8k
bran,bræn,br@n
branch,bræntʃ,br@nC
brand,brænd,br@nd
brandy,brændi,br@ndi
brash,bræʃ,br@S
brass,bræs,br@s
brat,bræt,br@t
bratty,bræti,br@ti
brave,breɪv,br8v
braver,breɪvɚr,br8v3r
bravery,breɪvɚri,br8v3ri
bravo,brɑvoʊ,bravo
brawl,brɔl,brcl
brawn,brɔn,brcn
brazil,brəzɪl,brez1l
breach,britʃ,briC
bread,brɛd,brEd
breadbox,brɛdbɑks,brEdbaks
breadth,brɛdθ,brEdT
break,breɪk,br8k
breakfast,brɛkfəst,brEkfest
breaking,breɪkɪŋ,br8k1N
breaks,breɪks,br8ks
breast,brɛst,brEst
breath,brɛθ,brET
breathe,brið,briD
breathing,briðɪŋ,briD1N
bred,brɛd,brEd
breed,brid,brid
breeze,briz,briz
breezy,brizi,brizi
brent,brɛnt,brEnt
brett,brɛt,brEt
brew,bru,bru
brewster,brustɚr,brust3r
brian,braɪən,br5en
bribe,braɪb,br5b
brick,brɪk,br1k
bride,braɪd,br5d
bridge,brɪdʒ,br1G
bridges,brɪdʒəz,br1Gez
bridges,brɪdʒɪz,br1G1z
brief,brif,brif
briefcase,brifkeɪs,brifk8s
brig,brɪg,br1g
bright,braɪt,br5t
brighten,braɪtən,br5ten
brightness,braɪtnəs,br5tnes
brilliant,brɪljənt,br1ljent
brim,brɪm,br1m
bring,brɪŋ,br1N
bringing,brɪŋɪŋ,br1N1N
brings,brɪŋz,br1Nz
brink,brɪŋk,br1Nk
brioche,brioʊʃ,brioS
brioche,briɑʃ,briaS
brisk,brɪsk,br1sk
bristle,brɪsəl,br1sel
britain,brɪtən,br1ten
british,brɪtɪʃ,br1t1S
bro,broʊ,bro
broach,broʊtʃ,broC
broad,brɔd,brcd
brocade,broʊkeɪd,brok8d
broccoli,brɑkəli,brakeli
brochure,broʊʃʊr,broSUr
broil,brɔɪl,br2l
broke,broʊk,brok
broken,broʊkən,broken
brontosaurus,brɔntəsɔrəs,brcntescres
bronx,brɑŋks,braNks
bronze,brɑnz,branz
brooch,broʊtʃ,broC
brood,brud,brud
brook,brʊk,brUk
broom,brum,brum
broomstick,brumstɪk,brumst1k
broth,brɔθ,brcT
brother,brəðɚr,breD3r
brotherly,brʌðɚrli,br^D3rli
brothers,brʌðɚrz,br^D3rz
brought,brɔt,brct
brow,braʊ,brO
brown,braʊn,brOn
brownie,braʊni,brOni
brownish,braʊnɪʃ,brOn1S
browse,braʊz,brOz
browsed,braʊzd,brOzd
browser,braʊzɚr,brOz3r
browses,braʊzɪz,brOz1z
browsing,braʊzɪŋ,brOz1N
bruce,brus,brus
bruise,bruz,bruz
bruises,bruzɪz,bruz1z
bruises,bruzəz,bruzez
brunch,brʌntʃ,br^nC
brunette,brunɛt,brunEt
brunt,brʌnt,br^nt
brush,brʌʃ,br^S
brute,brut,brut
bubble,bəbəl,bebel
bubbles,bʌbəlz,b^belz
bubbly,bʌbli,b^bli
buchanan,bjukænən,bjuk@nen
buck,bʌk,b^k
bucket,bəkɪt,bek1t
bucketful,bʌkɪtfʊl,b^k1tfUl
buckle,bəkəl,bekel
bucko,bʌkoʊ,b^ko
bucks,bʌks,b^ks
bud,bʌd,b^d
buddha,budə,bude
buddy,bʌdi,b^di
budge,bʌdʒ,b^G
buff,bʌf,b^f
buffalo,bʌfəloʊ,b^felo
buffer,bʌfɚr,b^f3r
buffet,bʊfeɪ,bUf8
bug,bʌg,b^g
bugging,bʌgɪŋ,b^g1N
buggy,bʌgi,b^gi
bugle,bjugəl,bjugel
build,bɪld,b1ld
builder,bɪldɚr,b1ld3r
building,bɪldɪŋ,b1ld1N
built,bɪlt,b1lt
bulb,bʌlb,b^lb
bulge,bʌldʒ,b^lG
bulk,bʌlk,b^lk
bull,bʊl,bUl
bulldog,bʊldɔg,bUldcg
bulldoze,bʊldoʊz,bUldoz
bulldozer,bʊldoʊzɚr,bUldoz3r
bullet,bʊlət,bUlet
bulletin,bʊlɪtən,bUl1ten
bullets,bʊləts,bUlets
bullfrog,bʊlfrɔg,bUlfrcg
bullock,bʊlək,bUlek
bulls,bʊlz,bUlz
bullshit,bʊlʃɪt,bUlS1t
bully,bʊli,bUli
bum,bʌm,b^m
bumble,bʌmbəl,b^mbel
bumblebee,bʌmbəlbi,b^mbelbi
bummer,bʌmɚr,b^m3r
bump,bʌmp,b^mp
bumped,bʌmpt,b^mpt
bumper,bʌmpɚr,b^mp3r
bumpy,bʌmpi,b^mpi
bun,bʌn,b^n
bunch,bʌntʃ,b^nC
bundle,bʌndəl,b^ndel
bundy,bʌndi,b^ndi
bungalow,bʌŋgəloʊ,b^Ngelo
bunk,bʌŋk,b^Nk
bunkbed,bʌŋkbɛd,b^NkbEd
bunker,bʌŋkɚr,b^Nk3r
bunny,bəni,beni
bunt,bʌnt,b^nt
burden,bɚrdən,b3rden
bureau,bjʊroʊ,bjUro
burger,bɚrgɚr,b3rg3r
burgers,bɚrgɚrz,b3rg3rz
burglar,bɚrglər,b3rgler
burgundy,bɚrgəndi,b3rgendi
burial,bɛriəl,bEriel
buried,bɛrid,bErid
burl,bɚrl,b3rl
burly,bɚrli,b3rli
burn,bɚrn,b3rn
burned,bɚrnd,b3rnd
burner,bɚrnɚr,b3rn3r
burning,bɚrnɪŋ,b3rn1N
burnt,bɚrnt,b3rnt
burp,bɚrp,b3rp
burr,bɚr,b3r
burrito,bəritoʊ,berito
burst,bɚrst,b3rst
bury,bɛri,bEri
bus,bʌs,b^s
bush,bʊʃ,bUS
bushel,bʊʃəl,bUSel
bushes,bʊʃəz,bUSez
bushy,bʊʃi,bUSi
business,bɪznəs,b1znes
business,bɪznɪs,b1zn1s
buss,bʌs,b^s
bust,bʌst,b^st
busted,bʌstɪd,b^st1d
buster,bʌstɚr,b^st3r
busting,bʌstɪŋ,b^st1N
busy,bɪzi,b1zi
but,bʌt,b^t
butch,bʊtʃ,bUC
butler,bʌtlɚr,b^tl3r
butt,bʌt,b^t
butte,bjut,bjut
butter,bʌtɚr,b^t3r
buttercup,bʌtɚrkʌp,b^t3rk^p
butterfly,bʌtɚrflaɪ,b^t3rfl5
buttermilk,bʌtɚrmɪlk,b^t3rm1lk
butterscotch,bʌtɚrskɑtʃ,b^t3rskaC
buttery,bʌtɚri,b^t3ri
buttocks,bʌtəks,b^teks
button,bʌtən,b^ten
buttonhole,bʌtənhoʊl,b^tenhol
buttress,bʌtrəs,b^tres
butts,bʌts,b^ts
buy,baɪ,b5
buyer,baɪɚr,b53r
buying,baɪɪŋ,b51N
buzz,bʌz,b^z
buzzed,bʌzd,b^zd
buzzer,bʌzɚr,b^z3r
buzzes,bʌzɪz,b^z1z
buzzy,bʌzi,b^zi
by,baɪ,b5
bye,baɪ,b5
cab,kæb,k@b
cabbage,kæbɪdʒ,k@b1G
cabin,kæbən,k@ben
cabinet,kæbənət,k@benet
cable,keɪbəl,k8bel
cables,keɪbəlz,k8belz
caboose,kəbus,kebus
cache,kæʃ,k@S
cacophony,kækɑfəni,k@kafeni
cactus,kæktəs,k@ktes
cad,kæd,k@d
cadence,keɪdəns,k8dens
cadet,kədɛt,kedEt
cadillac,kædəlæk,k@del@k
cafe,kæfeɪ,k@f8
cafeteria,kæfətɪriə,k@fet1rie
caffeine,kæfin,k@fin
cage,keɪdʒ,k8G
cake,keɪk,k8k
cakes,keɪks,k8ks
calamine,kæləmaɪn,k@lem5n
calculator,kælkjuleɪtɚr,k@lkjul8t3r
calendar,kæləndɚr,k@lend3r
calf,kæf,k@f
california,kæləfɔrnjə,k@lefcrnje
call,kɔl,kcl
called,kɔld,kcld
caller,kɔlɚr,kcl3r
calligraphy,kəlɪgrəfi,kel1grefi
calling,kɑlɪŋ,kal1N
calls,kɔlz,kclz
calm,kɑm,kam
calm,kɑlm,kalm
calorie,kælɔri,k@lcri
calve,kæv,k@v
cam,kæm,k@m
camaraderie,kɑmərɑdɚri,kamerad3ri
came,keɪm,k8m
camel,kæməl,k@mel
camera,kæmɚrə,k@m3re
camera,kæmrə,k@mre
cameras,kæmɚrəz,k@m3rez
cameras,kæmrəz,k@mrez
camouflage,kæməflɑdʒ,k@meflaG
camp,kæmp,k@mp
campaign,kæmpeɪn,k@mp8n
campbell,kæmbəl,k@mbel
camper,kæmpɚr,k@mp3r
campfire,kæmpfaɪɚr,k@mpf53r
camping,kæmpɪŋ,k@mp1N
campsite,kæmpsaɪt,k@mps5t
campus,kæmpəs,k@mpes
can,kæn,k@n
canadian,kəneɪdiən,ken8dien
canal,kənæl,ken@l
canary,kənɛri,kenEri
cancel,kænsəl,k@nsel
cancelled,kænsəld,k@nseld
cancer,kænsɚr,k@ns3r
candelabra,kændəlɑbrə,k@ndelabre
candle,kændəl,k@ndel
candlelight,kændəllaɪt,k@ndell5t
candlestick,kændəlstɪk,k@ndelst1k
candy,kændi,k@ndi
cane,keɪn,k8n
canned,kænd,k@nd
cannon,kænən,k@nen
cannot,kænɑt,k@nat
canoe,kənu,kenu
canoeing,kənuɪŋ,kenu1N
cant,kænt,k@nt
cantaloupe,kæntəloʊp,k@ntelop
canteen,kæntin,k@ntin
canvas,kænvəs,k@nves
cap,kæp,k@p
capable,keɪpəbəl,k8pebel
cape,keɪp,k8p
capitalize,kæpətəlaɪz,k@petel5z
cappuccino,kæpətʃinoʊ,k@peCino
capricious,kəprɪʃəs,kepr1Ses
captain,kæptən,k@pten
captive,kæptɪv,k@pt1v
capture,kæptʃɚr,k@pC3r
car,kɑr,kar
carafe,kəræf,ker@f
caramel,kærəməl,k@remel
caramel,kɑrməl,karmel
carbon,kɑrbən,karben
carburetor,kɑrbɚreɪtər,karb3r8ter
card,kɑrd,kard
cardboard,kɑrdbɔrd,kardbcrd
cardiac,kɑrdiæk,kardi@k
cardinal,kɑrdɪnəl,kard1nel
cards,kɑrdz,kardz
care,kɛr,kEr
cared,kɛrd,kErd
career,kərɪr,ker1r
careful,kɛrfəl,kErfel
carefully,kɛrfəli,kErfeli
careless,kɛrləs,kErles
carelessness,kɛrlɛsnəs,kErlEsnes
cares,kɛrz,kErz
caress,kərɛs,kerEs
caribou,kɛrɪbu,kEr1bu
caricature,kɛrɪkətʃər,kEr1keCer
carl,kɑrl,karl
carlo,kɑrloʊ,karlo
carnegie,kɑrnəgi,karnegi
carnival,kɑrnəvəl,karnevel
carol,kɛrəl,kErel
carol,kærəl,k@rel
carolina,kɛrəlaɪnə,kErel5ne
carousal,kəraʊzəl,kerOzel
carousel,kɛrəsɛl,kEresEl
carp,kɑrp,karp
carpenter,kɑrpəntɚr,karpent3r
carpet,kɑrpət,karpet
carpeting,kɑrpətɪŋ,karpet1N
carriage,kærɪdʒ,k@r1G
carriage,kɛrədʒ,kEreG
carried,kærid,k@rid
carried,kɛrid,kErid
carrier,kæriɚr,k@ri3r
carrier,kɛriɚr,kEri3r
carries,kæriz,k@riz
carries,kɛriz,kEriz
carrot,kærət,k@ret
carrot,kɛrət,kEret
carry,kæri,k@ri
carry,kɛri,kEri
carrying,kɛriɪŋ,kEri1N
carrying,kæriɪŋ,k@ri1N
cars,kɑrz,karz
carsick,kɑrsɪk,kars1k
carson,kɑrsən,karsen
cart,kɑrt,kart
carter,kɑrtɚr,kart3r
carton,kɑrtən,karten
cartoon,kɑrtun,kartun
cartoonist,kɑrtunɪst,kartun1st
cartwheel,kɑrtwil,kartwil
carve,kɑrv,karv
carwash,kɑrwɑʃ,karwaS
case,keɪs,k8s
cases,keɪsəz,k8sez
cases,keɪsɪz,k8s1z
cash,kæʃ,k@S
cashew,kæʃu,k@Su
cashier,kæʃɪr,k@S1r
casino,kəsinoʊ,kesino
cask,kæsk,k@sk
casket,kæskɪt,k@sk1t
casserole,kæsɚroʊl,k@s3rol
cassette,kəsɛt,kesEt
cassie,kæsi,k@si
cast,kæst,k@st
caste,kæst,k@st
castle,kæsəl,k@sel
cat,kæt,k@t
catalogue,kætəlɔg,k@telcg
catamaran,kætəməræn,k@temer@n
catapult,kætəpəlt,k@tepelt
catastrophe,kətæstrəfi,ket@strefi
catch,kætʃ,k@C
catcher,kætʃɚr,k@C3r
catches,kætʃɪz,k@C1z
category,kætəgɔri,k@tegcri
cater,keɪtɚr,k8t3r
caterpillar,kætɚrpɪlɚr,k@t3rp1l3r
catfish,kætfɪʃ,k@tf1S
cathedral,kəθidrəl,keTidrel
catherine,kæθrɪn,k@Tr1n
catherine,kæθɚrɪn,k@T3r1n
catherine,kæθɚrən,k@T3ren
catnap,kætnæp,k@tn@p
catnip,kætnɪp,k@tn1p
cats,kæts,k@ts
cattle,kætəl,k@tel
caught,kɔt,kct
cauliflower,kɑləflaʊɚr,kaleflO3r
cause,kɔz,kcz
caused,kɑzd,kazd
caused,kɔzd,kczd
caution,kɑʃən,kaSen
cavalry,kævəlri,k@velri
cave,keɪv,k8v
caveman,keɪvmæn,k8vm@n
cavern,kævɚrn,k@v3rn
caviar,kæviɑr,k@viar
cavity,kævəti,k@veti
cayenne,kaɪɛn,k5En
cayenne,kaɪɛn,k5En
cayenne,keɪɛn,k8En
cease,sis,sis
cedar,sidɚr,sid3r
ceiling,silɪŋ,sil1N
celebrate,sɛləbreɪt,sElebr8t
celebration,sɛləbreɪʃən,sElebr8Sen
celery,sɛlɚri,sEl3ri
cell,sɛl,sEl
cello,tʃɛloʊ,CElo
cement,səmɛnt,semEnt
cement,sɪmɛnt,s1mEnt
cent,sɛnt,sEnt
center,sɛntɚr,sEnt3r
centipede,sɛntɪpid,sEnt1pid
central,sɛntrəl,sEntrel
cents,sɛnts,sEnts
century,sɛntʃɚri,sEnC3ri
ceramic,səræmɪk,ser@m1k
cereal,sɪriəl,s1riel
ceremony,sɛrəmoʊni,sEremoni
certain,sɚrtən,s3rten
certainly,sɚrtənli,s3rtenli
cetera,sɛtɚrə,sEt3re
chafe,tʃeɪf,C8f
chain,tʃeɪn,C8n
chainsaw,tʃeɪnsɔ,C8nsc
chair,tʃɛr,CEr
chairman,tʃɛrmən,CErmen
chaise,ʃeɪz,S8z
chalk,tʃɔk,Cck
challenge,tʃæləndʒ,C@lenG
chamberlain,tʃeɪmbɚrlən,C8mb3rlen
chambers,tʃeɪmbɚrz,C8mb3rz
chameleon,kəmiliən,kemilien
champ,tʃæmp,C@mp
champagne,ʃæmpeɪn,S@mp8n
champion,tʃæmpiən,C@mpien
chan,tʃæn,C@n
chance,tʃæns,C@ns
chances,tʃænsəz,C@nsez
chances,tʃænsɪz,C@ns1z
chandelier,ʃændəlɪr,S@ndel1r
chandler,tʃændlɚr,C@ndl3r
change,tʃeɪndʒ,C8nG
changed,tʃeɪndʒd,C8nGd
changes,tʃeɪndʒɪz,C8nG1z
changing,tʃeɪndʒɪŋ,C8nG1N
channel,tʃænəl,C@nel
channels,tʃænəlz,C@nelz
chant,tʃænt,C@nt
chaos,keɪɑs,k8as
chap,tʃæp,C@p
chapel,tʃæpəl,C@pel
chaplin,tʃæplən,C@plen
chaplin,tʃæplɪn,C@pl1n
chapter,tʃæptɚr,C@pt3r
char,tʃɑr,Car
character,kɛrɪktər,kEr1kter
charade,ʃəreɪd,Ser8d
charcoal,tʃɑrkoʊl,Carkol
charge,tʃɑrdʒ,CarG
charged,tʃɑrdʒd,CarGd
charges,tʃɑrdʒɪz,CarG1z
charging,tʃɑrdʒɪŋ,CarG1N
chariot,tʃɛriət,CEriet
charisma,kərɪzmə,ker1zme
charity,tʃɛrɪti,CEr1ti
charlatan,ʃɑrlətən,Sarleten
charles,tʃɑrəlz,Carelz
charlie,tʃɑrli,Carli
charlotte,ʃɑrlət,Sarlet
charm,tʃɑrm,Carm
charmed,tʃɑrmd,Carmd
charming,tʃɑrmɪŋ,Carm1N
chart,tʃɑrt,Cart
chartreuse,ʃɑrtruz,Sartruz
charts,tʃɑrts,Carts
chase,tʃeɪs,C8s
chasing,tʃeɪsɪŋ,C8s1N
chasm,kæzm,k@zm
chassis,tʃæsi,C@si
chaste,tʃeɪst,C8st
chastise,tʃæstaɪz,C@st5z
chat,tʃæt,C@t
chatter,tʃætɚr,C@t3r
chauffeur,ʃoʊfɚr,Sof3r
chaw,tʃɔ,Cc
cheap,tʃip,Cip
cheaper,tʃipɚr,Cip3r
cheat,tʃit,Cit
cheater,tʃitɚr,Cit3r
cheating,tʃitɪŋ,Cit1N
check,tʃɛk,CEk
checked,tʃɛkt,CEkt
checker,tʃɛkɚr,CEk3r
checkerboard,tʃɛkɚrbɔrd,CEk3rbcrd
checkers,tʃɛkɚrz,CEk3rz
checking,tʃɛkɪŋ,CEk1N
checkout,tʃɛkaʊt,CEkOt
checks,tʃɛks,CEks
checkup,tʃɛkʌp,CEk^p
cheddar,tʃɛdɚr,CEd3r
cheek,tʃik,Cik
cheekbone,tʃikboʊn,Cikbon
cheep,tʃip,Cip
cheer,tʃɪr,C1r
cheerful,tʃɪrfəl,C1rfel
cheerleader,tʃɪrlidɚr,C1rlid3r
cheerleaders,tʃɪrlidɚrz,C1rlid3rz
cheers,tʃɪrz,C1rz
cheery,tʃɪri,C1ri
cheese,tʃiz,Ciz
cheeseburger,tʃizbɚrgɚr,Cizb3rg3r
cheesecake,tʃizkeɪk,Cizk8k
cheesy,tʃizi,Cizi
cheetah,tʃitə,Cite
chef,ʃɛf,SEf
chelsea,tʃɛlsi,CElsi
chemicals,kɛmɪkəlz,kEm1kelz
chemistry,kɛmɪstri,kEm1stri
chenille,ʃənil,Senil
cheque,tʃɛk,CEk
cherry,tʃɛri,CEri
